venta_id,cliente_id,producto_id,cantidad,fecha
930,749,26,2,2022-06-04
931,311,27,4,2022-03-14
932,814,190,2,2022-07-16
933,544,83,2,2022-08-31
934,567,128,4,2022-03-27
935,864,178,4,2022-10-14
936,389,170,4,2022-09-16
937,548,157,1,2022-10-13
938,622,167,4,2022-05-29
939,177,188,4,2022-12-21
940,362,169,1,2022-07-09
941,314,33,2,2022-08-05
942,807,97,4,2022-12-21
943,848,111,3,2022-03-27
944,97,16,4,2022-08-04
945,881,23,4,2022-11-16
946,213,135,1,2022-04-28
947,829,26,3,2022-03-28
948,137,96,2,2022-02-09
949,6,12,2,2022-06-10
950,109,72,3,2022-07-10
951,547,133,4,2022-01-25
952,39,106,1,2022-06-01
953,662,117,3,2022-04-05
954,425,197,3,2022-02-15
955,630,177,2,2022-05-18
956,261,26,1,2022-10-15
957,426,133,3,2022-12-19
958,87,22,1,2022-06-13
959,465,13,4,2022-01-16
960,76,156,2,2022-01-18
961,471,161,4,2022-05-16
962,976,107,1,2022-09-04
963,963,23,4,2022-09-05
964,414,97,2,2022-11-27
965,825,18,1,2022-07-17
966,895,117,3,2022-01-01
967,726,30,4,2022-07-09
968,457,26,2,2022-10-21
969,285,144,3,2022-02-14
970,239,39,2,2022-12-03
971,677,161,1,2022-02-01
972,599,154,1,2022-04-28
973,653,176,4,2022-10-23
974,672,193,2,2022-07-03
975,558,166,2,2022-07-10
976,372,130,2,2022-08-23
977,495,113,1,2022-08-26
978,624,134,4,2022-08-04
979,919,46,2,2022-03-15
980,45,50,2,2022-04-21
981,401,166,3,2022-04-13
982,247,106,2,2022-12-25
983,616,146,4,2022-03-15
984,597,155,3,2022-09-09
985,450,169,3,2022-04-24
986,485,72,3,2022-11-09
987,646,74,1,2022-11-26
988,620,17,3,2022-12-05
989,18,190,2,2022-08-26
990,606,157,1,2022-06-22
991,662,186,1,2022-03-20
992,758,70,1,2022-04-03
993,289,150,1,2022-02-19
994,414,6,1,2022-10-12
995,721,26,1,2022-08-11
996,638,167,1,2022-03-22
997,235,140,3,2022-09-23
998,416,99,4,2022-06-04
999,938,142,2,2022-08-21
1000,499,22,2,2022-11-12
1001,974,51,3,2022-08-24
1002,634,151,3,2022-06-08
1003,650,176,1,2022-11-12
1004,115,199,4,2022-09-08
1005,932,104,1,2022-11-10
1006,674,178,3,2022-10-28
1007,713,89,1,2022-10-09
1008,234,141,2,2022-04-12
1009,540,138,2,2022-02-20
1010,11,183,1,2022-02-21
1011,206,9,4,2022-07-28
1012,679,79,1,2022-11-03
1013,247,52,1,2022-05-11
1014,559,130,4,2022-09-27
1015,758,153,4,2022-07-24
1016,127,13,4,2022-08-07
1017,147,51,2,2022-09-14
1018,118,186,1,2022-07-04
1019,911,34,3,2022-05-25
1020,382,35,4,2022-06-27
1021,412,131,4,2022-01-14
1022,664,120,1,2022-09-03
1023,584,187,3,2022-07-06
1024,363,70,1,2022-12-03
1025,509,176,1,2022-09-16
1026,137,192,4,2022-12-20
1027,175,147,4,2022-02-09
1028,289,67,2,2022-03-30
1029,958,103,3,2022-05-05
1030,481,73,3,2022-12-17
1031,19,116,4,2022-01-09
1032,195,133,4,2022-12-16
1033,330,67,4,2022-03-25
1034,936,139,3,2022-01-21
1035,175,121,2,2022-10-08
1036,449,94,3,2022-12-24
1037,925,196,4,2022-06-21
1038,946,197,4,2022-01-25
1039,354,129,2,2022-04-13
1040,499,91,1,2022-07-09
1041,141,92,1,2022-08-24
1042,758,63,3,2022-11-09
1043,897,29,1,2022-02-06
1044,930,12,1,2022-09-29
1045,93,77,3,2022-10-20
1046,944,41,4,2022-11-28
1047,239,130,1,2022-06-01
1048,205,37,4,2022-10-09
1049,560,173,3,2022-01-20
1050,433,176,4,2022-05-17
1051,245,24,4,2022-12-25
1052,832,99,3,2022-01-29
1053,317,150,4,2022-01-31
1054,925,100,1,2022-01-19
1055,295,139,1,2022-05-28
1056,640,58,1,2022-10-10
1057,856,174,1,2022-12-16
1058,282,29,4,2022-12-07
1059,17,163,1,2022-10-27
1060,71,143,4,2022-06-12
1061,269,60,2,2022-04-23
1062,325,95,4,2022-05-30
1063,794,42,1,2022-11-26
1064,305,43,2,2022-09-12
1065,451,74,3,2022-03-28
1066,7,177,4,2022-12-16
1067,314,192,1,2022-04-08
1068,817,160,1,2022-05-12
1069,103,64,1,2022-11-08
1070,821,2,3,2022-04-07
1071,193,152,2,2022-04-08
1072,753,66,2,2022-10-17
1073,574,166,1,2022-12-22
1074,529,31,4,2022-08-15
1075,171,115,1,2022-05-25
1076,537,26,1,2022-06-05
1077,251,29,4,2022-09-27
1078,765,195,1,2022-06-11
1079,387,78,3,2022-04-22
1080,207,25,1,2022-11-27
1081,541,48,3,2022-07-04
1082,629,65,1,2022-07-24
1083,416,181,2,2022-04-07
1084,794,67,4,2022-02-24
1085,380,90,2,2022-04-27
1086,144,146,1,2022-04-03
1087,25,137,1,2022-10-20
1088,822,38,3,2022-07-23
1089,668,87,1,2022-10-09
1090,73,149,1,2022-07-08
1091,632,65,1,2022-11-19
1092,824,149,2,2022-03-25
1093,833,27,3,2022-06-29
1094,93,106,2,2022-10-01
1095,505,123,3,2022-06-30
1096,598,198,2,2022-06-30
1097,336,44,1,2022-10-10
1098,425,100,2,2022-10-14
1099,499,28,2,2022-04-16
1100,364,173,3,2022-05-09
1101,947,17,3,2022-09-19
1102,630,127,2,2022-01-11
1103,745,123,3,2022-06-11
1104,199,168,3,2022-06-30
1105,718,131,3,2022-08-01
1106,413,76,4,2022-10-01
1107,339,194,3,2022-01-21
1108,659,46,4,2022-10-02
1109,962,158,4,2022-09-17
1110,937,69,3,2022-11-29
1111,429,137,2,2022-04-26
1112,783,85,3,2022-01-25
1113,899,11,1,2022-11-29
1114,139,69,2,2022-09-11
1115,693,99,4,2022-07-30
1116,942,91,4,2022-11-01
1117,542,194,2,2022-11-17
1118,57,159,2,2022-12-05
1119,232,161,3,2022-09-14
1120,658,167,4,2022-06-17
1121,435,94,1,2022-12-03
1122,384,174,3,2022-01-21
1123,560,165,2,2022-03-27
1124,194,115,4,2022-01-15
1125,736,188,2,2022-02-19
1126,648,31,2,2022-10-31
1127,534,11,2,2022-11-01
1128,518,87,3,2022-07-15
1129,716,121,1,2022-12-30
1130,751,130,1,2022-10-28
1131,185,105,4,2022-10-15
1132,872,27,2,2022-09-02
1133,292,2,1,2022-12-19
1134,335,103,2,2022-07-20
1135,732,101,4,2022-07-12
1136,116,21,2,2022-12-02
1137,825,58,1,2022-05-26
1138,49,133,2,2022-11-06
1139,685,180,1,2022-05-07
1140,82,173,4,2022-06-24
1141,834,85,2,2022-05-14
1142,333,93,1,2022-03-07
1143,557,20,4,2022-12-31
1144,335,61,2,2022-10-06
1145,532,38,4,2022-09-03
1146,960,148,1,2022-12-29
1147,221,25,2,2022-08-25
1148,635,130,2,2022-06-20
1149,746,121,2,2022-02-20
1150,733,160,4,2022-11-24
1151,323,26,4,2022-12-25
1152,851,198,1,2022-06-02
1153,3,169,3,2022-03-21
1154,694,67,2,2022-05-25
1155,206,1,2,2022-10-01
1156,832,51,1,2022-06-04
1157,40,5,2,2022-12-03
1158,59,13,4,2022-12-29
1159,951,147,4,2022-11-21
1160,574,140,2,2022-12-02
1161,644,48,2,2022-05-23
1162,507,153,4,2022-10-25
1163,572,57,2,2022-02-03
1164,884,115,4,2022-10-31
1165,843,35,3,2022-08-27
1166,122,76,3,2022-05-18
1167,479,94,2,2022-09-11
1168,619,5,2,2022-01-05
1169,96,22,2,2022-06-25
1170,859,103,4,2022-08-02
1171,414,185,3,2022-12-30
1172,235,175,3,2022-01-23
1173,898,182,1,2022-11-14
1174,62,131,1,2022-01-13
1175,256,124,2,2022-08-29
1176,561,53,4,2022-10-03
1177,905,159,2,2022-04-02
1178,348,69,3,2022-04-18
1179,671,104,2,2022-08-17
1180,124,161,2,2022-06-01
1181,482,200,3,2022-04-18
1182,317,178,3,2022-10-16
1183,504,16,3,2022-06-25
1184,719,116,3,2022-11-16
1185,48,76,1,2022-10-13
1186,409,109,4,2022-12-30
1187,932,39,4,2022-11-25
1188,136,89,3,2022-12-31
1189,201,174,4,2022-08-29
1190,250,112,4,2022-05-25
1191,314,47,4,2022-12-22
1192,869,172,4,2022-01-14
1193,368,137,3,2022-10-02
1194,429,128,2,2022-03-12
1195,830,178,2,2022-11-11
1196,807,77,2,2022-07-14
1197,480,188,1,2022-12-19
1198,314,15,4,2022-10-27
1199,500,36,3,2022-01-11
1200,721,63,3,2022-04-16
1201,355,69,1,2022-09-15
1202,485,169,3,2022-07-15
1203,211,74,2,2022-05-25
1204,704,24,1,2022-08-08
1205,44,49,3,2022-12-16
1206,541,146,1,2022-06-23
1207,571,7,1,2022-08-04
1208,583,4,3,2022-04-03
1209,92,90,2,2022-09-17
1210,265,197,3,2022-03-04
1211,895,60,4,2022-01-29
1212,220,55,4,2022-10-02
1213,902,16,3,2022-12-13
1214,925,29,2,2022-10-12
1215,442,151,4,2022-03-11
1216,401,14,4,2022-10-06
1217,400,79,3,2022-08-19
1218,727,177,3,2022-10-29
1219,991,33,3,2022-09-12
1220,899,153,1,2022-06-21
1221,789,21,1,2022-06-29
1222,576,145,1,2022-09-21
1223,858,23,3,2022-07-02
1224,804,57,2,2022-11-18
1225,490,186,4,2022-07-24
1226,485,142,1,2022-09-06
1227,757,93,2,2022-08-01
1228,470,20,3,2022-06-08
1229,574,158,1,2022-04-10
1230,938,19,3,2022-11-13
1231,844,181,2,2022-04-22
1232,682,103,1,2022-11-04
1233,445,184,1,2022-06-15
1234,269,77,1,2022-02-05
1235,267,151,1,2022-04-22
1236,54,190,2,2022-03-28
1237,528,33,1,2022-07-02
1238,520,18,4,2022-03-26
1239,616,73,4,2022-09-26
1240,59,161,3,2022-06-14
1241,825,160,1,2022-10-30
1242,40,189,4,2022-03-31
1243,237,182,4,2022-08-26
1244,955,17,4,2022-01-22
1245,386,19,2,2022-06-16
1246,606,70,1,2022-08-03
1247,734,120,2,2022-02-27
1248,716,101,2,2022-01-30
1249,650,34,4,2022-04-16
1250,300,84,4,2022-11-26
1251,395,153,3,2022-06-16
1252,207,196,1,2022-12-16
1253,336,74,1,2022-06-03
1254,593,88,4,2022-11-23
1255,730,85,4,2022-01-07
1256,514,11,1,2022-07-16
1257,178,91,3,2022-11-17
1258,396,144,4,2022-02-15
1259,371,189,3,2022-01-18
1260,858,127,2,2022-06-02
1261,791,113,4,2022-09-21
1262,658,80,2,2022-03-15
1263,318,7,4,2022-05-25
1264,736,16,2,2022-04-12
1265,369,16,4,2022-12-01
1266,384,168,3,2022-12-01
1267,62,12,3,2022-05-01
1268,806,35,3,2022-06-25
1269,505,21,2,2022-03-04
1270,239,178,3,2022-10-23
1271,195,171,2,2022-03-25
1272,678,17,4,2022-01-15
1273,963,32,2,2022-12-21
1274,222,41,4,2022-05-14
1275,61,134,1,2022-05-01
1276,129,27,1,2022-11-15
1277,990,148,1,2022-05-08
1278,685,153,2,2022-10-15
1279,992,66,1,2022-10-28
1280,156,137,1,2022-06-29
1281,917,92,1,2022-03-23
1282,378,181,4,2022-01-13
1283,622,61,3,2022-01-24
1284,781,166,2,2022-06-17
1285,923,3,1,2022-09-27
1286,868,198,4,2022-03-11
1287,903,103,3,2022-11-14
1288,790,55,3,2022-03-30
1289,586,1,3,2022-07-08
1290,999,101,4,2022-09-14
1291,437,198,1,2022-08-05
1292,975,45,3,2022-02-01
1293,207,175,4,2022-05-21
1294,388,26,4,2022-06-10
1295,480,121,2,2022-02-01
1296,791,142,4,2022-11-08
1297,887,182,3,2022-06-01
1298,838,199,3,2022-12-13
1299,984,46,4,2022-09-17
1300,340,122,3,2022-08-04
1301,869,31,4,2022-10-06
1302,340,59,3,2022-10-12
1303,204,29,2,2022-04-08
1304,161,106,1,2022-01-30
1305,540,17,2,2022-03-31
1306,392,142,2,2022-05-28
1307,769,164,1,2022-05-24
1308,677,186,3,2022-03-08
1309,575,24,1,2022-12-23
1310,534,109,4,2022-02-27
1311,70,191,1,2022-10-08
1312,893,91,2,2022-10-06
1313,405,25,1,2022-08-24
1314,608,187,3,2022-12-19
1315,675,32,2,2022-05-08
1316,591,116,4,2022-12-03
1317,517,82,3,2022-07-28
1318,828,110,2,2022-07-05
1319,120,146,4,2022-06-18
1320,814,37,3,2022-06-21
1321,690,26,4,2022-09-17
1322,688,137,1,2022-07-24
1323,902,64,1,2022-05-15
1324,217,72,4,2022-02-15
1325,56,148,1,2022-01-09
1326,366,182,4,2022-06-10
1327,699,106,3,2022-10-16
1328,504,86,2,2022-12-06
1329,744,158,4,2022-11-17
1330,767,53,2,2022-04-16
1331,925,92,2,2022-10-17
1332,455,99,4,2022-12-07
1333,104,191,1,2022-03-29
1334,77,11,3,2022-07-11
1335,230,31,2,2022-06-02
1336,914,177,3,2022-11-07
1337,258,100,2,2022-05-17
1338,264,87,4,2022-09-30
1339,331,147,1,2022-05-29
1340,993,140,3,2022-07-07
1341,182,15,2,2022-05-21
1342,893,159,4,2022-05-11
1343,768,171,4,2022-01-04
1344,550,101,2,2022-09-20
1345,688,165,2,2022-01-26
1346,27,29,2,2022-01-24
1347,276,114,1,2022-09-23
1348,652,107,2,2022-08-17
1349,299,154,2,2022-09-26
1350,957,108,1,2022-05-05
1351,799,130,4,2022-06-21
1352,91,84,2,2022-08-22
1353,480,15,3,2022-10-22
1354,573,132,4,2022-10-02
1355,458,50,3,2022-03-17
1356,451,166,2,2022-11-04
1357,365,23,1,2022-08-02
1358,859,59,1,2022-06-07
1359,675,90,1,2022-10-29
1360,351,115,2,2022-07-23
1361,655,75,2,2022-05-29
1362,400,156,3,2022-03-16
1363,253,194,1,2022-08-17
1364,781,123,2,2022-10-31
1365,881,136,4,2022-03-03
1366,803,157,2,2022-02-27
1367,459,139,2,2022-10-01
1368,699,18,4,2022-04-18
1369,917,183,1,2022-07-06
1370,499,50,4,2022-08-17
1371,950,142,1,2022-02-17
1372,971,118,4,2022-11-15
1373,926,137,3,2022-09-25
1374,508,139,1,2022-08-03
1375,304,191,2,2022-10-17
1376,501,108,3,2022-09-11
1377,803,67,1,2022-12-24
1378,598,181,1,2022-03-28
1379,166,167,1,2022-06-30
1380,415,78,4,2022-01-25
1381,462,184,1,2022-08-10
1382,920,156,2,2022-02-18
1383,114,75,1,2022-11-30
1384,433,39,2,2022-06-24
1385,992,25,2,2022-11-07
1386,356,21,2,2022-10-01
1387,928,138,3,2022-02-04
1388,695,171,2,2022-08-05
1389,207,15,4,2022-07-28
1390,768,48,1,2022-06-09
1391,235,86,4,2022-01-07
1392,442,149,3,2022-09-26
1393,355,188,1,2022-05-06
1394,515,116,2,2022-11-21
1395,208,50,1,2022-12-22
1396,709,151,3,2022-03-31
1397,853,141,3,2022-02-11
1398,125,69,4,2022-12-31
1399,138,4,1,2022-06-08
1400,339,78,1,2022-07-21
1401,537,200,1,2022-10-09
1402,68,9,4,2022-11-28
1403,573,121,3,2022-10-15
1404,541,115,2,2022-04-01
1405,383,163,1,2022-05-05
1406,19,101,4,2022-05-06
1407,683,149,4,2022-02-21
1408,450,186,2,2022-04-13
1409,74,146,3,2022-12-27
1410,573,97,1,2022-07-06
1411,939,200,1,2022-07-24
1412,665,81,4,2022-01-14
1413,276,43,3,2022-04-14
1414,48,95,1,2022-04-27
1415,211,6,2,2022-10-31
1416,855,67,3,2022-04-03
1417,920,140,3,2022-05-24
1418,651,100,4,2022-04-20
1419,622,12,4,2022-06-12
1420,994,66,1,2022-02-22
1421,695,2,4,2022-01-03
1422,540,143,3,2022-03-09
1423,709,151,1,2022-09-03
1424,191,157,1,2022-05-18
1425,315,81,3,2022-11-04
1426,901,135,1,2022-12-18
1427,563,156,2,2022-10-14
1428,661,142,2,2022-03-07
1429,780,172,1,2022-12-13
1430,562,158,4,2022-11-21
1431,900,160,2,2022-06-04
1432,758,70,1,2022-03-28
1433,113,115,2,2022-02-02
1434,170,88,4,2022-03-09
1435,468,6,3,2022-07-06
1436,678,27,1,2022-07-11
1437,921,82,1,2022-08-01
1438,14,88,1,2022-03-29
1439,715,120,1,2022-12-17
1440,288,24,1,2022-04-18
1441,907,102,1,2022-08-28
1442,189,34,4,2022-08-04
1443,914,168,3,2022-06-26
1444,155,47,4,2022-02-22
1445,567,24,4,2022-11-26
1446,694,65,3,2022-02-18
1447,722,18,4,2022-04-24
1448,888,44,2,2022-04-05
1449,471,76,4,2022-01-25
1450,75,57,1,2022-05-12
1451,277,107,2,2022-06-28
1452,940,156,2,2022-05-25
1453,645,124,3,2022-12-30
1454,343,199,4,2022-07-17
1455,425,151,4,2022-11-21
1456,571,162,2,2022-03-25
1457,511,139,4,2022-06-06
1458,857,163,4,2022-03-26
1459,182,116,3,2022-09-10
1460,458,93,2,2022-03-13
1461,918,42,1,2022-08-11
1462,851,28,2,2022-10-03
1463,833,123,3,2022-10-10
1464,64,24,3,2022-09-21
1465,839,136,3,2022-09-03
1466,260,106,4,2022-12-07
1467,193,118,2,2022-03-02
1468,655,53,4,2022-09-16
1469,616,200,4,2022-01-07
1470,972,132,2,2022-07-07
1471,406,100,3,2022-01-04
1472,726,5,1,2022-08-19
1473,754,49,1,2022-05-13
1474,943,98,2,2022-05-05
1475,721,30,2,2022-01-15
1476,93,72,3,2022-01-13
1477,430,103,2,2022-04-28
1478,654,63,2,2022-08-28
1479,434,175,3,2022-09-20
1480,404,26,3,2022-12-26
1481,434,185,4,2022-01-06
1482,112,37,2,2022-11-16
1483,929,7,1,2022-08-19
1484,375,127,2,2022-01-30
1485,59,168,1,2022-01-22
1486,43,92,1,2022-06-05
1487,207,167,1,2022-04-28
1488,780,190,4,2022-12-06
1489,296,103,3,2022-07-12
1490,118,53,3,2022-12-12
1491,532,132,4,2022-07-14
1492,222,108,3,2022-06-17
1493,166,112,4,2022-08-27
1494,643,153,2,2022-12-28
1495,156,7,4,2022-09-01
1496,184,156,3,2022-03-10
1497,90,197,3,2022-04-05
1498,94,67,2,2022-03-18
1499,13,108,4,2022-06-20
1500,973,111,2,2022-01-01
1501,834,148,1,2022-03-03
1502,805,83,4,2022-07-26
1503,945,124,2,2022-06-03
1504,742,139,2,2022-10-01
1505,834,104,3,2022-02-17
1506,804,67,4,2022-05-17
1507,438,7,1,2022-01-01
1508,538,151,1,2022-08-23
1509,587,189,4,2022-09-13
1510,968,199,4,2022-04-17
1511,876,110,2,2022-06-22
1512,936,34,3,2022-05-10
1513,811,106,3,2022-10-21
1514,150,147,3,2022-02-09
1515,660,58,4,2022-12-04
1516,8,9,3,2022-01-16
1517,29,48,2,2022-05-07
1518,296,115,4,2022-12-15
1519,986,41,4,2022-07-22
1520,926,48,3,2022-05-14
1521,721,173,1,2022-09-16
1522,640,25,1,2022-01-14
1523,340,116,2,2022-03-07
1524,628,78,3,2022-12-17
1525,439,108,3,2022-12-08
1526,144,25,4,2022-07-14
1527,942,147,4,2022-04-24
1528,830,39,3,2022-06-08
1529,747,119,4,2022-06-10
1530,519,79,3,2022-09-11
1531,976,80,2,2022-01-15
1532,45,27,4,2022-02-06
1533,955,104,3,2022-06-04
1534,239,74,4,2022-01-27
1535,952,191,2,2022-01-12
1536,944,68,4,2022-03-08
1537,155,147,3,2022-01-30
1538,181,28,4,2022-04-06
1539,215,123,4,2022-08-03
1540,88,161,3,2022-07-13
1541,256,138,1,2022-05-15
1542,511,83,4,2022-10-17
1543,73,30,4,2022-02-01
1544,931,22,2,2022-02-08
1545,179,3,1,2022-12-18
1546,212,101,2,2022-07-25
1547,805,105,3,2022-02-12
1548,234,176,3,2022-12-03
1549,465,2,2,2022-09-16
1550,751,54,4,2022-09-06
1551,223,6,1,2022-03-15
1552,631,107,2,2022-11-15
1553,825,168,2,2022-10-23
1554,264,123,3,2022-10-01
1555,207,2,4,2022-11-19
1556,607,111,1,2022-12-25
1557,885,2,2,2022-07-09
1558,734,93,1,2022-05-18
1559,366,183,1,2022-10-29
1560,276,200,2,2022-11-07
1561,380,101,1,2022-11-27
1562,743,188,3,2022-12-19
1563,309,97,4,2022-10-09
1564,631,111,4,2022-06-15
1565,268,6,4,2022-10-05
1566,945,127,3,2022-01-26
1567,785,104,3,2022-03-14
1568,64,147,3,2022-04-25
1569,810,155,4,2022-02-20
1570,350,1,1,2022-06-20
1571,925,33,3,2022-09-25
1572,915,40,2,2022-01-03
1573,494,32,3,2022-07-29
1574,523,197,2,2022-12-04
1575,98,17,4,2022-10-28
1576,946,126,2,2022-12-08
1577,71,8,3,2022-04-25
1578,364,57,3,2022-06-16
1579,570,42,1,2022-09-22
1580,802,98,4,2022-08-15
1581,763,137,2,2022-05-31
1582,276,120,4,2022-09-25
1583,50,87,3,2022-04-26
1584,358,163,1,2022-03-29
1585,728,199,3,2022-11-14
1586,906,181,3,2022-08-30
1587,928,54,3,2022-12-26
1588,564,84,2,2022-11-25
1589,783,25,3,2022-11-29
1590,485,67,4,2022-02-09
1591,84,190,4,2022-07-01
1592,899,183,1,2022-07-28
1593,805,174,4,2022-09-30
1594,638,152,3,2022-04-29
1595,808,46,3,2022-01-24
1596,584,22,4,2022-09-15
1597,296,139,1,2022-04-02
1598,236,176,1,2022-06-10
1599,56,8,4,2022-05-29
1600,919,39,2,2022-04-27
1601,360,163,2,2022-02-22
1602,907,49,2,2022-10-29
1603,110,46,2,2022-02-14
1604,192,38,4,2022-09-22
1605,904,136,1,2022-09-19
1606,93,54,3,2022-11-03
1607,862,165,3,2022-08-22
1608,568,92,4,2022-02-04
1609,60,40,3,2022-12-04
1610,650,34,2,2022-07-16
1611,39,96,1,2022-01-25
1612,540,79,4,2022-07-21
1613,49,127,1,2022-09-30
1614,420,17,4,2022-02-05
1615,637,161,4,2022-08-11
1616,13,175,4,2022-12-18
1617,992,110,4,2022-10-04
1618,36,52,1,2022-01-18
1619,101,118,3,2022-07-07
1620,794,9,4,2022-09-14
1621,86,33,2,2022-05-22
1622,516,188,4,2022-05-16
1623,223,113,1,2022-11-03
1624,338,149,4,2022-03-20
1625,960,186,2,2022-10-19
1626,166,85,1,2022-03-03
1627,383,197,4,2022-05-09
1628,856,10,2,2022-12-07
1629,895,6,1,2022-10-25
1630,376,115,4,2022-09-14
1631,471,121,2,2022-07-31
1632,790,141,1,2022-02-23
1633,642,65,4,2022-06-24
1634,31,20,1,2022-04-10
1635,375,57,2,2022-02-08
1636,11,46,4,2022-09-20
1637,988,136,4,2022-05-30
1638,302,10,4,2022-05-01
1639,96,113,2,2022-06-27
1640,190,195,3,2022-10-28
1641,453,139,4,2022-11-26
1642,192,12,2,2022-04-30
1643,486,138,1,2022-03-13
1644,266,153,1,2022-08-07
1645,424,177,2,2022-10-29
1646,128,177,3,2022-05-03
1647,238,11,2,2022-09-01
1648,920,190,1,2022-03-16
1649,355,118,1,2022-01-06
1650,940,164,4,2022-01-21
1651,112,39,3,2022-07-09
1652,828,53,2,2022-08-13
1653,446,56,1,2022-04-13
1654,343,104,1,2022-12-10
1655,145,129,1,2022-04-09
1656,65,56,2,2022-11-14
1657,247,118,2,2022-12-29
1658,735,132,3,2022-03-24
1659,991,30,4,2022-06-30
1660,490,12,4,2022-06-01
1661,825,35,4,2022-02-25
1662,439,77,1,2022-07-09
1663,106,180,4,2022-01-22
1664,181,159,1,2022-03-09
1665,184,102,3,2022-07-04
1666,226,87,1,2022-01-10
1667,777,196,3,2022-03-07
1668,790,52,3,2022-09-21
1669,909,80,4,2022-08-13
1670,89,135,4,2022-05-03
1671,688,22,1,2022-02-07
1672,530,75,2,2022-05-03
1673,371,184,4,2022-11-14
1674,972,58,4,2022-06-05
1675,936,93,2,2022-10-28
1676,913,192,2,2022-11-17
1677,399,103,4,2022-03-08
1678,106,140,2,2022-05-13
1679,271,7,1,2022-12-28
1680,975,128,3,2022-05-20
1681,831,55,3,2022-03-23
1682,503,106,4,2022-02-27
1683,679,62,4,2022-05-29
1684,525,90,1,2022-05-11
1685,849,98,2,2022-03-10
1686,32,77,4,2022-12-11
1687,393,183,3,2022-09-07
1688,40,119,1,2022-11-16
1689,660,36,1,2022-06-26
1690,218,89,2,2022-03-13
1691,731,152,4,2022-01-17
1692,981,172,4,2022-11-25
1693,82,145,1,2022-06-09
1694,845,130,3,2022-03-11
1695,720,141,4,2022-04-23
1696,201,159,3,2022-08-20
1697,447,93,1,2022-01-21
1698,844,114,4,2022-05-15
1699,428,28,3,2022-09-20
1700,38,188,1,2022-04-21
1701,211,155,3,2022-09-03
1702,444,143,4,2022-10-10
1703,327,33,2,2022-01-08
1704,761,20,3,2022-10-11
1705,227,170,2,2022-07-26
1706,48,140,4,2022-07-13
1707,18,101,2,2022-02-16
1708,912,23,1,2022-12-08
1709,439,200,2,2022-08-30
1710,807,112,3,2022-01-10
1711,708,14,3,2022-10-16
1712,187,91,2,2022-05-11
1713,345,153,1,2022-09-27
1714,224,77,4,2022-10-29
1715,830,85,2,2022-03-02
1716,488,109,3,2022-06-13
1717,909,31,3,2022-01-13
1718,877,122,2,2022-09-29
1719,849,107,2,2022-07-27
1720,229,54,2,2022-09-03
1721,390,133,4,2022-05-13
1722,979,141,3,2022-09-01
1723,589,156,3,2022-10-21
1724,188,43,3,2022-02-07
1725,858,89,4,2022-12-25
1726,270,115,1,2022-02-25
1727,607,99,3,2022-11-15
1728,310,47,3,2022-02-17
1729,132,71,1,2022-04-15
1730,551,166,4,2022-02-28
1731,72,67,1,2022-03-18
1732,793,62,1,2022-08-06
1733,845,109,1,2022-02-24
1734,672,167,1,2022-02-24
1735,187,37,4,2022-05-09
1736,486,119,4,2022-03-26
1737,191,86,1,2022-08-02
1738,422,126,2,2022-04-25
1739,120,136,2,2022-11-10
1740,220,52,2,2022-10-20
1741,53,91,2,2022-02-18
1742,734,33,3,2022-03-08
1743,451,81,4,2022-10-02
1744,412,42,4,2022-05-09
1745,643,112,1,2022-01-29
1746,237,126,3,2022-12-09
1747,758,155,1,2022-02-02
1748,738,136,1,2022-04-29
1749,720,151,4,2022-06-29
1750,406,106,3,2022-05-31
1751,608,125,2,2022-05-13
1752,422,113,4,2022-11-23
1753,712,64,3,2022-07-04
1754,247,123,3,2022-05-14
1755,72,114,4,2022-06-26
1756,830,20,4,2022-01-22
1757,185,16,1,2022-08-29
1758,6,145,1,2022-03-18
1759,206,19,1,2022-07-23
1760,544,120,2,2022-01-04
1761,611,136,4,2022-11-24
1762,906,166,3,2022-06-14
1763,387,38,4,2022-05-08
1764,768,181,3,2022-02-14
1765,699,93,2,2022-08-06
1766,76,105,4,2022-08-23
1767,177,100,3,2022-05-16
1768,827,90,3,2022-06-17
1769,799,159,1,2022-08-25
1770,349,44,2,2022-04-03
1771,255,188,4,2022-01-05
1772,837,76,1,2022-06-05
1773,702,145,2,2022-09-02
1774,308,79,1,2022-12-26
1775,345,73,4,2022-03-22
1776,127,167,3,2022-09-04
1777,937,170,4,2022-12-09
1778,287,176,2,2022-05-17
1779,766,140,4,2022-03-04
1780,725,96,2,2022-11-03
1781,762,89,1,2022-04-26
1782,596,103,2,2022-04-23
1783,487,146,3,2022-01-31
1784,383,6,3,2022-01-07
1785,406,122,3,2022-01-03
1786,388,171,1,2022-11-03
1787,525,116,2,2022-08-31
1788,557,163,1,2022-02-25
1789,639,182,4,2022-03-14
1790,938,62,4,2022-01-10
1791,626,197,4,2022-03-02
1792,945,144,4,2022-02-19
1793,276,136,3,2022-05-02
1794,500,89,2,2022-06-24
1795,717,96,3,2022-01-01
1796,337,126,2,2022-02-07
1797,950,90,2,2022-07-09
1798,932,86,1,2022-03-20
1799,481,159,4,2022-12-11
1800,897,138,2,2022-12-04
1801,911,184,4,2022-07-09
1802,973,121,4,2022-07-03
1803,273,76,4,2022-03-08
1804,920,92,3,2022-01-17
1805,58,70,4,2022-11-12
1806,328,148,2,2022-10-23
